Name,Official Name,Continent,Capital,Largest City,Most Spoken Language,Demonym,HoS Title,Head of State,HoS Picture,HoG Title,Head of Government,HoG Picture,Population,Currency,Anthem,AnthemHtml,Globe,Flag,CoA,Acceptables
Sweden,Kingdom of Sweden,Europe,Stockholm,Stockholm,Swedish,Swedish,King,Carl XVI Gustaf,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Crafoord_Prize_D81_9141_%2842282165922%29.jpg/220px-Crafoord_Prize_D81_9141_%2842282165922%29.jpg,Prime Minister,Stefan Lo&#776;fven,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Tallinn_Digital_Summit._Handshake_Stefan_L%C3%B6fven_and_J%C3%BCri_Ratas_%2836718147193%29_%28cropped%29.jpg/220px-Tallinn_Digital_Summit._Handshake_Stefan_L%C3%B6fven_and_J%C3%BCri_Ratas_%2836718147193%29_%28cropped%29.jpg,"10,223,505",Swedish krona,"Du gamla, Du fria","<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_Sweden.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/EU-Sweden_%28orthographic_projection%29.svg/220px-EU-Sweden_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/125px-Flag_of_Sweden.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Great_coat_of_arms_of_Sweden.svg/85px-Great_coat_of_arms_of_Sweden.svg.png,Sweden
Switzerland,Swiss Confederation,Europe,Bern,Zu&#776;rich,German,Swiss,President,Ueli Maurer,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Ueli_Maurer_2011.jpg/220px-Ueli_Maurer_2011.jpg,,,,"8,508,898",Swiss franc,Swiss Psalm,"<iframe src=""//commons.wikimedia.org/wiki/File:Swiss_Psalm.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Europe-Switzerland.svg/250px-Europe-Switzerland.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/95px-Flag_of_Switzerland_%28Pantone%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Coat_of_Arms_of_Switzerland_%28Pantone%29.svg/85px-Coat_of_Arms_of_Switzerland_%28Pantone%29.svg.png,Switzerland
Syria,Syrian Arab Republic,Asia,Damascus,Damascus,Arabic,Syrian,President,Bashar al-Assad,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Bashar_al-Assad_%282018-05-17%29_03.jpg/220px-Bashar_al-Assad_%282018-05-17%29_03.jpg,Prime Minister,Imad Khamis,https://upload.wikimedia.org/wikipedia/commons/e/ea/Imad_Khamis.jpg,"18,499,181",Syrian pound,Humat ad-Diyar,"<iframe src=""//commons.wikimedia.org/wiki/File:National_Anthem_of_Syria.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Syria_%28orthographic_projection%29.svg/250px-Syria_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/125px-Flag_of_Syria.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Coat_of_arms_of_Syria.svg/85px-Coat_of_arms_of_Syria.svg.png,Syria
Taiwan,Republic of China,Asia,Taipei,New Taipei,Chinese,Taipei,President,Tsai Ing-wen,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/%E8%94%A1%E8%8B%B1%E6%96%87%E5%AE%98%E6%96%B9%E5%85%83%E9%A6%96%E8%82%96%E5%83%8F%E7%85%A7.png/220px-%E8%94%A1%E8%8B%B1%E6%96%87%E5%AE%98%E6%96%B9%E5%85%83%E9%A6%96%E8%82%96%E5%83%8F%E7%85%A7.png,Premier,Su Tseng-chang,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/%E8%98%87%E8%B2%9E%E6%98%8C%E9%99%A2%E9%95%B7.jpg/230px-%E8%98%87%E8%B2%9E%E6%98%8C%E9%99%A2%E9%95%B7.jpg,"23,577,271",New Taiwan dollar,Zho&#772;nghua&#833; Mi&#833;nguo&#833; Guo&#833;ge&#772;,"<iframe src=""//commons.wikimedia.org/wiki/File:National_anthem_of_the_Republic_of_China_(Taiwan)_??????(???).ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Locator_map_of_the_ROC_Taiwan.svg/250px-Locator_map_of_the_ROC_Taiwan.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Flag_of_the_Republic_of_China.svg/125px-Flag_of_the_Republic_of_China.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/National_Emblem_of_the_Republic_of_China.svg/85px-National_Emblem_of_the_Republic_of_China.svg.png,Taiwan
Tajikistan,Republic of Tajikistan,Asia,Dushanbe,Dushanbe,Tajik,Tajik,President,Emomali Rahmon,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Emomali_Rahmon_%282017-02-27%29.jpg/220px-Emomali_Rahmon_%282017-02-27%29.jpg,Prime Minister,Kokhir Rasulzoda,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Kokhir_Rasulzoda_%282018-04-19%29.jpg/220px-Kokhir_Rasulzoda_%282018-04-19%29.jpg,"9,275,827",Somoni,Surudi Milli,"<iframe src=""//commons.wikimedia.org/wiki/File:National_anthem_of_Tajikistan,_performed_by_the_U.S._Navy_Band.flac?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Tajikistan_%28orthographic_projection%29.svg/250px-Tajikistan_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Tajikistan.svg/125px-Flag_of_Tajikistan.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Emblem_of_Tajikistan.svg/85px-Emblem_of_Tajikistan.svg.png,Tajikistan
Tanzania,United Republic of Tanzania,Africa,Dodoma,Dar es salaam,Swahili,Tanzanian,President,John Magufuli,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/John_Magufuli_2015.png/220px-John_Magufuli_2015.png,Prime Minister,Kassim Majaliwa,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Kassim_Majaliwa.jpg/220px-Kassim_Majaliwa.jpg,"55,572,201",Tanzanian shilling,Mungu ibariki Afrika,"<iframe src=""//commons.wikimedia.org/wiki/File:Tanzanian_national_anthem,_performed_by_the_United_States_Navy_Band.oga?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Tanzania_%28orthographic_projection%29.svg/250px-Tanzania_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tanzania.svg/125px-Flag_of_Tanzania.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Coat_of_arms_of_Tanzania.svg/85px-Coat_of_arms_of_Tanzania.svg.png,Tanzania
Thailand,Kingdom of Thailand,Asia,Bangkok,Bangkok,Thai,Thai,King,Maha Vajiralongkorn,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/King_Rama_X_official_%28crop%29.png/220px-King_Rama_X_official_%28crop%29.png,Prime Minister,Prayut Chano-o-cha,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Prayut_Chan-o-cha_%28cropped%29_2016.jpg/220px-Prayut_Chan-o-cha_%28cropped%29_2016.jpg,"68,863,514",Baht,Phleng Chat Thai,"<iframe src=""//commons.wikimedia.org/wiki/File:Thai_National_Anthem_-_US_Navy_Band.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Location_Thailand_ASEAN.svg/250px-Location_Thailand_ASEAN.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/125px-Flag_of_Thailand.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Emblem_of_Thailand.svg/85px-Emblem_of_Thailand.svg.png,Thailand
The Gambia,Republic of the Gambia,Africa,Banjul,Serekunda,English,Gambian,President,Adama Barrow,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Adama_Barrow%2C_President%2C_Republic_of_the_Gambia_-_2018_%28cropped%29.jpg/220px-Adama_Barrow%2C_President%2C_Republic_of_the_Gambia_-_2018_%28cropped%29.jpg,,,,"2,051,363",Dalasi,For The Gambia Our Homeland,"<iframe src=""//commons.wikimedia.org/wiki/File:For_The_Gambia_Our_Homeland_(instrumental).ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Gambia_%28orthographic_projection_with_inset%29.svg/250px-Gambia_%28orthographic_projection_with_inset%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_The_Gambia.svg/125px-Flag_of_The_Gambia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Coat_of_arms_of_The_Gambia.svg/85px-Coat_of_arms_of_The_Gambia.svg.png,"Gambia, The Gambia"
Timor-Leste,Democratic Republic of Timor-Leste,Asia,Dili,Dili,Tetum,Timorese,President,Francisco Guterres,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/2017-08-14_Francisco_Guterres.jpg/220px-2017-08-14_Francisco_Guterres.jpg,Prime Minister,Taur Matan Ruak,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Prime_Minister_of_Timor-Leste_Taur_Matan_Ruak.jpg/220px-Prime_Minister_of_Timor-Leste_Taur_Matan_Ruak.jpg,"1,167,242",United States dollar,P&aacute;tria,"<iframe src=""//commons.wikimedia.org/wiki/File:East_Timorese_national_anthem.wav?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Timor_Leste_%28orthographic_projection%29.svg/250px-Timor_Leste_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_East_Timor.svg/125px-Flag_of_East_Timor.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Coat_of_arms_of_East_Timor.svg/85px-Coat_of_arms_of_East_Timor.svg.png,"Timor-Leste, East Timor"
Togo,Togolese Republic,Africa,Lome&#769;,Lome&#769;,French,Togolese,President,Faure Gnassingbe&#769;,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Faure_Gnassingb%C3%A9_2014.png/220px-Faure_Gnassingb%C3%A9_2014.png,Prime Minister,Komi S&eacute;lom Klassou,https://upload.wikimedia.org/wikipedia/commons/7/75/Komi_S%C3%A9lom_Klassou_2017-04-26.jpg,"7,965,055",West African CFA franc,Terre de nos a&iuml;eux,"<iframe src=""//en.wikipedia.org/wiki/File:Togo's_national_anthem_(instrumental).ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Location_Togo_AU_Africa.svg/250px-Location_Togo_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_Togo.svg/125px-Flag_of_Togo.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Emblem_of_Togo.svg/85px-Emblem_of_Togo.svg.png,Togo
